node_id,address,leak,manual_address,longitude,latitude,api_check
262310,"Burgemeester Den Texlaan 42, 2111 CE, Aerdenhout, The Nertherlands",Offshore Leaks,,,,True
262203,"Broekhem 26, 6301, HH Valkenburg a/d Geul, The Netherlands",Offshore Leaks,,,,True
238999,"Prinses Mariaanelaan 204, 2275 Voorburg, The Netherlands",Offshore Leaks,,,,True
264342,De Gheynstraat 3 6717 Re Ede Holland,Offshore Leaks,,5.6509876,52.0212514,True
262096,"Brediusweg 39, 1401AC Bussum, The Nertherlands",Offshore Leaks,,,,True
182955,"PO Box 372, NL-2990 AJ Barendrecht The Netherlands",Offshore Leaks,,,,True
172113,Duivelsbruglaan 42 4835 JH Breda The Netherlands,Offshore Leaks,,4.7825056,51.5666427,True
170771,"Roken 55,1012 KK, Amsterdam, The Netherlands.",Offshore Leaks,,,,True
171851,Heveringseweg 54 3233 SE Oostvoorne,Offshore Leaks,,4.0949936,51.9013644,True
172452,Box 28 Kralendijk Bonaire Netherlands Antilles-N.A,Offshore Leaks,,,,True
182939,PO Box 15513 1001 NA Amsterdam Netherlands,Offshore Leaks,,,,True
259839,"Aert van Nesstraat 45 10e 3012 CAA, Rotterdam The Netherlands",Offshore Leaks,,,,True
262524,c/o  KPMG Amsterdam NV The Netherlands,Offshore Leaks,,,,True
279313,"of Boomgaard 16,1432 L Aalsmeer The Netherlands",Offshore Leaks,,,,True
279330,"of Van Diemenstraat 78,1013CN, Amsterdam ,The Netherlannds",Offshore Leaks,,,,True
236570,"Black Dog Ltd. PO Box 15513 1001 NA Amsterdam, Netherlands",Offshore Leaks,,,,True
275108,"PO Box 76, 7000 AB Doetinchem THE NETHERLANDS",Offshore Leaks,,,,True
274923,"Schuttersweg 48, 1217PZ Hilversum, The Netherlands",Offshore Leaks,,5.158331,52.2308475,True
271238,"Lange Kerkdam 83, 2242 BS Wassenaar, The Nertherlands",Offshore Leaks,,,,True
271239,"Lange Kerkdam 83, Wassenaar, The Netherlands",Offshore Leaks,,4.4033641,52.1395824,True
268850,"Gustav Mahlerlaan 234 1082 ME Amsterdam, Netherlands",Offshore Leaks,,4.8709686,52.336903,True
268742,Greg Lewin Houtweg 1 2514 BN The Hague Netherlands,Offshore Leaks,,,,True
247555,"2371 Ej Roelofarendsveen, Langeweg 72, The Nertherlands",Offshore Leaks,,,,True
246941,"2111 CB, Aedebhout, Burgemeester Den Texlaan 17, The Nertherlands",Offshore Leaks,,,,True
243946,15 Daalheide 3069 KP Rotterdam The Netherlands,Offshore Leaks,,4.5463647,51.9702056,True
256934,"739, H. CleyndErtweg Amsterdam 1025 EB. Netherlands",Offshore Leaks,,4.9389725,52.4040846,True
240046,Westersingel 24a 3014 GP Rotterdam The Nertherlands,Offshore Leaks,,,,True
271110,Korenbrugstraat 12A 5211EG Den Bosch The Netherlands,Offshore Leaks,,5.3001183,51.6896368,True
269267,Houtweg 1 2514 BN The Hague Netherlands,Offshore Leaks,,4.3140372,52.085021,True
268993,"Hoeghen Camp 45, 4161BG Heukelum Netherlands",Offshore Leaks,,5.0708064,51.8712378,True
268959,"Henk Sneevlietstraat 16, 3191 Be Hoogvliet Rotterdam, Netherlands.",Offshore Leaks,,4.3637147,51.8590872,True
268783,Herengracht 182 1016BR Amsterdam THE NETHERLANDS,Offshore Leaks,,4.886855,52.3737132,True
261470,"Betty's Estate Road 12D Betty's Estate, Cul De Sac Sxm Netherlands",Offshore Leaks,,,,True
261471,"Beukenlaan 193, Bleiswijk 2665 DP, The Nertherlands",Offshore Leaks,,,,True
241182,"1077 VV Amsterdam, Richard Wagnerstraat 4, The Nertherlands",Offshore Leaks,,,,True
237884,"Kleine Toucht 7M, 1507 CB Zaandam, The Netherlands",Offshore Leaks,,,,True
239944,"Victorialaan 9A, CM2242 Massenoar The Netherlands",Offshore Leaks,,,,True
240109,"""Leyenhoeve"" ,Scoesdijkseweg, Noord 426, Bilthoven, The Nertherlands",Offshore Leaks,,,,True
238008,"Meindert Hobemastraat 30, Heemstede, The Nertherlands",Offshore Leaks,,,,True
238827,"Oslo 24, 2993 LD P.O. Box 372, NL-2990 AJ  Barendrecht, The Nethelands",Offshore Leaks,,,,True
280732,Rivium Promenade 200 2909 LM Capelle aan den Ijssel The Nertherlands,Offshore Leaks,,,,True
260198,Apollolaan 1 1077 AA Aldam NETHERLAND,Offshore Leaks,,,,True
264349,"De Boelelaan 7, REDACTED, Amsterdam, The Netherlands",Offshore Leaks,,,,True
264512,Drs. H.J. Teunissen MBA Lue B.V. Marinus de Jongstraat 37 4904 PK Oosterhout Netherlands,Offshore Leaks,,,,True
263221,"c/o Nidera Beheer B.V, 492 Willemsplein, 3016 DR P.O Box 1609 3000 BP Rotterdam The Netherlands",Offshore Leaks,,,,True
263486,"c/o Urfina S.A. Nidera Handelscompagnie B.V. Willemsplein 492, 3016 DR Rotterdam PO Box 676 Attention: Mr J.J. Salzer Levi",Offshore Leaks,,,,True
264718,ERMERVEEN 17 7814 V.B. EMMEN NETHERLANDS,Offshore Leaks,,,,True
264859,"Fairoaksbaan 70, Rotterdam Airport P.O. Box 12038, NL-3004, GA Rotterdam Netherlands",Offshore Leaks,,,,True
279214,NORBRUISLAAN 14 7761 CG SCHOONEBEEK NETHERLANDS,Offshore Leaks,,6.8937294,52.6644208,True
271001,Kl Drift 42 1221KA Hilversum Netherland,Offshore Leaks,,,,True
270984,"Kievietslaan 20, 2243 GD Wassenaar, The Nertherlands",Offshore Leaks,,,,True
271136,Krijn Taconiskade 42 1087 HV Amsterdam The Netherlands,Offshore Leaks,,5.0031489,52.3527477,True
271692,Lue B.V. Marinus de Jongstraat 37 4904 PK Oosterhout Netherlands,Offshore Leaks,,,,True
271717,"MAANSTEENHOF 1, 3402 JN IJSSELSTEIN THE NETHERLANDS",Offshore Leaks,,5.0427807,52.0324319,True
271718,"Maansteenhof 1, 3402 JN Ijsselstein, The Netherlands",Offshore Leaks,,5.0427807,52.0324319,True
271947,"Mgr. Bekkerstraat 5 5275 BS St. Michielsgestel, The Nertherlands",Offshore Leaks,,,,True
272180,"Naarderstraat 308, 1272 NT, Huizen, The Nertherlands",Offshore Leaks,,,,True
279318,"OF Boterdiepstraat 5/2,1079 SR Amsterdam,The Netherlands",Offshore Leaks,,,,True
279334,"of Willem Bathoenstraat 3 2215 XZ Vooehout,The Netherlands",Offshore Leaks,,,,True
274891,Weesperzyde 137 1091 E S Amsterdam Holland,Offshore Leaks,,,,True
274985,Slenterweg 28 NL-6905 DP Zevenaar THE Netherlands,Offshore Leaks,,6.0671564,51.9150774,True
279231,"NOVA Trust Group Oslo 24, 2993 LD P.O. Box 372, NL-2990 AJ Barendrecht The Nethelands",Offshore Leaks,,,,True
279993,"Paulus Potterlaan 31, 1412HW Naarden, The Nertherlands",Offshore Leaks,,,,True
279987,Patroclosstraat  10  2 1076NG Amsterdam The Netherlands,Offshore Leaks,,4.8658169,52.3457693,True
280412,Prof. Rankestraat 5 - A 9713 GC Groningen The Netherlands,Offshore Leaks,,6.581544,53.2204221,True
285581,"RYSAKKERS 12, 6923 PM EOESSE THE NETHERLANDS",Offshore Leaks,,,,True
285977,Sint Josephstraat 4 4901 Gn Oosterhout The Netherlands,Offshore Leaks,,4.8660468,51.6446413,True
286019,"Startbaan 16, 1187 XR Amstelveen The Netherlands",Offshore Leaks,,4.8472306,52.2875692,True
286031,"Sophialaan 8, 1213 14 Hilversum Amsterdam, The Netherlands",Offshore Leaks,,,,True
288422,Victorialaan 9A AM 2242 Wassenaar The Netherlands,Offshore Leaks,,,,True
28000001,"Van Bronckhoestlaan, 20 Wassenaar, 2242 PZ, Netherlands, The",Bahamas Leaks,,,,True
81014782,Schouwburgplein 30-34,Paradise Papers,,4.7119962,52.0159861,True
81014801,Telestone 8 - Teleport,Paradise Papers,,,,True
81014803,Telestone 8 - Telepoart,Paradise Papers,,,,True
81015578,47,Paradise Papers,,,,True
81015763,Herdersweg 22,Paradise Papers,,5.2051244,52.2498298,True
81016228,c/o Circle Capital Partners,Paradise Papers,,,,True
81016574,Coolsingel 93,Paradise Papers,,4.4788516,51.9213242,True
81016749,Bleriutlann 11,Paradise Papers,,,,True
81016816,c/o Repsol International Finance BV,Paradise Papers,,,,True
81017192,"Olympic Plaza,",Paradise Papers,,-114.05909328946312,51.0459295,True
81017524,Groot Hoefijzerlaan 52,Paradise Papers,,4.3589571,52.1117641,True
81017752,c/o Atc Trustees (Curacao) N.V.,Paradise Papers,,,,True
81017839,New Haven Office Center,Paradise Papers,,-72.91542816217157,41.33341895,True
81018171,Locatellikade 1,Paradise Papers,,4.867383528814428,52.34345695,True
81018234,Prins Bernhardplein 200,Paradise Papers,,4.919771,52.3479361,True
81018235,Prins Bernhardplein 200,Paradise Papers,,4.919771,52.3479361,True
81018391,De Lairessestraat,Paradise Papers,,4.8697387,52.3529397,True
81020086,Tauro Trade Center,Paradise Papers,,,,True
81020181,"Gronausestraat 72, 7581 CH",Paradise Papers,,7.0075387,52.2591223,True
81020437,Chuchubiweg 17,Paradise Papers,,-68.8965034,12.1351802,True
81020666,Van Ostadelaan S,Paradise Papers,,4.331588,52.0505424,True
81021573,Rivierstaete Building,Paradise Papers,,,,True
81021582,De Lairessestraat 154,Paradise Papers,,4.8673364,52.3526247,True
81021616,Anna van Saksenlaan 71,Paradise Papers,,4.3473923,52.081583,True
81021900,Carel van Bylandtlaan,Paradise Papers,,4.3119704,52.0931054,True
81021950,Rijnzathe 6,Paradise Papers,,5.0514131,52.071562,True
81022366,"Haaksbergweg 71,",Paradise Papers,,4.9420278,52.3105699,True
81022505,"c/o Equity Trust Co. N.V. Schouwburgplein 30-34, 3012 CL Rotterdam, PO Box 21153",Paradise Papers,,,,True
81022621,Evert van de Beekstraat 30 Triport 1,Paradise Papers,,,,True
81022808,Koningskade 50,Paradise Papers,,4.3155567,52.0882776,True
81023794,"Parnassustoren, Locatellikade 1",Paradise Papers,,4.867383528814428,52.34345695,True
81023923,PO Box 2030,Paradise Papers,,-0.2794632,51.253258,True
81023924,Arthur van Schendelstraat 850,Paradise Papers,,5.1161055,52.0838845,True
81024045,Laan van Zuid Hoom 165,Paradise Papers,,,,True
81024047,Arthur van Schendelstraat 850,Paradise Papers,,5.1161055,52.0838845,True
81024048,Houtsingel 25,Paradise Papers,,6.2513184,52.1283009,True
81024049,p/a Achmea,Paradise Papers,,,,True
81024551,Mosselweg 8,Paradise Papers,,5.2485768,52.2743826,True
81025510,c/o Repsol Exploracion S.A.,Paradise Papers,,,,True
81025643,C/o Circle Partners,Paradise Papers,,,,True
81025730,Rivium Quadrant,Paradise Papers,,4.539746,51.9103754,True
81025770,"Rivium Quadrant 173, 15th Floor",Paradise Papers,,,,True
81026109,P.O. BOX 575,Paradise Papers,,,,True
81027005,Kiplaan 28,Paradise Papers,,4.2500057,52.0781614,True
81027155,Dalkruid 12,Paradise Papers,,5.383294,52.201695,True
81027350,Franse Kampweg 6,Paradise Papers,,5.146201,52.2601565,True
81028022,Wittgensteinlaan 141,Paradise Papers,,4.8354729,52.3536399,True
81028029,Gustav Mahlerplein 102,Paradise Papers,,4.8730201,52.337065,True
81028375,Teleportboulevard 140,Paradise Papers,,4.8417939,52.3875061,True
81028444,Speenkruid 62,Paradise Papers,,4.94993,52.4925047,True
81028477,Landhuis Joonchi,Paradise Papers,,-68.89677704161042,12.119876649999998,True
81029248,Schiphol Bourlevard 369,Paradise Papers,,,,True
81029318,Brediusweg 43,Paradise Papers,,5.1718188,52.2819281,True
81029319,Strawinskylaan 3159,Paradise Papers,,4.8705732,52.340644,True
81029668,Postbus 20557; 1002 NN,Paradise Papers,,,,True
81029669,"Orlyplein 85, 5th Floor",Paradise Papers,,,,True
81030255,Rhijngeesterstraatweg 40-F,Paradise Papers,,4.4664027,52.1845196,True
81030393,"Catharinaplaatjes 24, 3453 SK DE Meern",Paradise Papers,,5.008878,52.0824365,True
81030420,"Robert H. Wardrop, Keizersgracht 5181, 1017 EK",Paradise Papers,,,,True
81030467,Prinsengracht 739-741,Paradise Papers,,6.1940823,52.696286,True
81030507,"Heregracht 540, 1017 CG",Paradise Papers,,,,True
81030994,Freshfields Bruckhaus Deringer,Paradise Papers,,-0.1075519989202132,51.51350965,True
81030995,Simon Vestdijklaan 9,Paradise Papers,,4.3499516,51.995685,True
81031091,Karspeldreef 6h,Paradise Papers,,4.9490214,52.3047719,True
81031199,"AirbridgeCargo by, Volga-Dnepr Airlines,  Uiverweg 2-6.",Paradise Papers,,,,True
81031359,Rooseveltplantsoen 4,Paradise Papers,,4.2849377,52.095608,True
81031901,Wegalaan 9,Paradise Papers,,6.538939,53.2286273,True
81031950,Regiokantoor Rotterdam,Paradise Papers,,,,True
81032026,"Rothmans International N.V., De Boeleaan 7",Paradise Papers,,,,True
81032159,AEGONplein 50,Paradise Papers,,4.3710094,52.0919008,True
81032160,P O Box 85,Paradise Papers,,,,True
81032927,Archimedesiaan 10,Paradise Papers,,,,True
81032933,Minervum 7061,Paradise Papers,,4.8279088,51.5886106,True
81032943,Professor J.H. Bavincklaan 1,Paradise Papers,,,,True
81032995,The Atrium,Paradise Papers,,101.6134385138651,3.16610705,True
81033261,Pan-Invest bv,Paradise Papers,,,,True
81033461,"Zwaansvliet 20, Postbus 75381",Paradise Papers,,,,True
81033888,Harrensweg 13-d,Paradise Papers,,,,True
81034052,"Wijkermeerweg 7 0001, 1951 AH Velsen-Noord",Paradise Papers,,4.6552704,52.4658152,True
81034073,Appollolaan 77-I,Paradise Papers,,,,True
81034151,H.J. Nederhorststraat 1,Paradise Papers,,4.6950483,52.0162328,True
81034603,c/o Schlumberger Limited - Dutch Branch,Paradise Papers,,,,True
81034818,Frankenslag 173,Paradise Papers,,4.2742722,52.0948509,True
81034887,Papelaan 72,Paradise Papers,,4.4383782,52.1239008,True
81034888,H.J Nederhorststraat 1,Paradise Papers,,4.6950483,52.0162328,True
81035739,Citco Nederland B.V.,Paradise Papers,,,,True
81036051,Robijnring 33,Paradise Papers,,5.4602107,51.4862622,True
81036531,Van Heuven,Paradise Papers,,5.3918909,52.1512857,True
81036795,Atrium Building,Paradise Papers,,-97.5348667999996,35.50704555,True
81037063,(3063 AN) Rotterdam,Paradise Papers,,4.47775,51.9244424,True
81037093,PGGM,Paradise Papers,,5.210870753202764,52.09390085,True
81037094,Regentesselaan 6A,Paradise Papers,,5.2668223,52.2104046,True
81037350,Wisentstraat 58,Paradise Papers,,4.7964025,51.59237,True
81037670,Coolsingel 93,Paradise Papers,,4.4788516,51.9213242,True
81037887,2e Sweelinckstraat 84,Paradise Papers,,4.2819797,52.083129,True
81038120,Grasweg 31,Paradise Papers,,4.9007694,52.3882142,True
81038121,de Lairessestraat 52h,Paradise Papers,,4.8751655,52.3546545,True
81038145,Naritaweg 165,Paradise Papers,,4.832731,52.3862975,True
81038237,Startbaan 16,Paradise Papers,,4.3777217,52.0440471,True
81038256,Koningin Emmalaan 1,Paradise Papers,,4.3759413,52.0045464,True
81038314,Dijkweg 356D,Paradise Papers,,5.1787986,52.7396028,True
81038880,Koninginnegracht 70b,Paradise Papers,,4.3098207,52.0920907,True
81038997,Willem de Zwijgerlaan XX; 2082 BD Santpoort-Zuid; Netherlands,Paradise Papers,,4.6301892,52.4196234,True
81039000,"KLM Cityhopper, P.O. Box 7700, 1117 ZL, Schiphol Airport",Paradise Papers,,,,True
81039133,Ten Doesschate Buisman Group,Paradise Papers,,,,True
81039411,Straturnsdeifk 20,Paradise Papers,,,,True
81039435,Prins Bernhardplein 200,Paradise Papers,,4.919771,52.3479361,True
81039588,Gustav Mahlerplein 102,Paradise Papers,,4.8730201,52.337065,True
81039640,Eendracmtstraat 9,Paradise Papers,,,,True
81039835,Verlengde Poolseweg 34-36,Paradise Papers,,4.800926,51.5803841,True
81040123,Prins Bernhardplein 200,Paradise Papers,,4.919771,52.3479361,True
81042311,Parktoren,Paradise Papers,,5.900626128985508,51.984336,True
81042312,De Lairessestraat 12 huis,Paradise Papers,,,,True
81042329,Herengracht 214,Paradise Papers,,4.8040757,51.7078665,True
81042401,St. Teunismolenweg 15,Paradise Papers,,5.8135359,51.8237216,True
81042430,Schouwweg 82,Paradise Papers,,4.3712339,52.1240913,True
81042597,"Edisonweg 44, 4207 HG Gorinchem",Paradise Papers,,4.9954232,51.8427284,True
81042636,"Marten Meesweg 25, 3068 AV Rotterdam, P.O. Box 8800",Paradise Papers,,,,True
81043127,"Teleportboulevard 140, 1043 EJ",Paradise Papers,,4.8417939,52.3875061,True
81043770,Kardinaal de Jongstraat 91,Paradise Papers,,5.4449646,51.351802,True
81043771,Occam International B.V.,Paradise Papers,,,,True
81043841,Verzetslaan 128,Paradise Papers,,5.2426558,52.3779557,True
81043842,Terheydensweg 465,Paradise Papers,,,,True
81043852,Surinameweg,Paradise Papers,,4.65255,52.3638,True
81043917,Busitel,Paradise Papers,,4.837552943647742,52.38995175,True
81044100,Rue-Jehanne-De-Hochberg 1,Paradise Papers,,6.9227179,46.9907868,True
81044148,Meerwijkselaan 11,Paradise Papers,,5.9017927,51.8130772,True
81044171,Occam International B.V.,Paradise Papers,,,,True
81044174,De Grote Wielen 57,Paradise Papers,,4.817176,52.2817841,True
81044227,"Zwarteweg 149, 1431 VL",Paradise Papers,,4.7763676,52.263838,True
81044368,"Kuringen 28, 4761 VA Zevenbergen",Paradise Papers,,4.6014486,51.6394085,True
81044431,Buurtweg 12,Paradise Papers,,4.5431003,50.9026981,True
81044654,Albert Plesmanweg 43G,Paradise Papers,,4.452952,51.8754038,True
81044779,"Mariahoeveplein 6, 2591 TV,",Paradise Papers,,,,True
81044835,De Boelelaan 7 OFFICIA 1,Paradise Papers,,,,True
81045471,"Prinsengracht739/74, 1017 JX",Paradise Papers,,,,True
81045514,Euclideslaan 1,Paradise Papers,,5.1483149,52.0895395,True
81045624,Zeemansstraat 13,Paradise Papers,,4.4771,51.9062261,True
81045736,Nijverheidsweg 4,Paradise Papers,,5.0835507,52.1004746,True
81045992,Rokin 55,Paradise Papers,,4.8927843,52.3708653,True
81046649,Archimedeslaan 6,Paradise Papers,,4.9401672,52.3559098,True
81046651,PO Box 8530,Paradise Papers,,-0.2794632,51.253258,True
81046997,Naritaweg 165,Paradise Papers,,4.832731,52.3862975,True
81047470,Herengracht 45B,Paradise Papers,,4.8915184,52.3782446,True
81047653,Lomanstratt 20 11,Paradise Papers,,,,True
81047923,Frederik Hendrikplein 46,Paradise Papers,,4.2762998,52.0890352,True
81048443,Oud Over 4,Paradise Papers,,5.0269857,52.2059502,True
81048454,Grooskasteel BV,Paradise Papers,,,,True
81048493,"Media Centre, 4th Floor, Room 405, Sumatralaan 45, 1217 GP Hilversum",Paradise Papers,,,,True
81048739,c/o PGGM Vermogensbeheer BV,Paradise Papers,,,,True
81049317,"J. van Oldenbarneveltlaan 66, 2651 DD Berkel & Rodenrijs,",Paradise Papers,,,,True
81049736,Startbaan 16,Paradise Papers,,4.3777217,52.0440471,True
81049898,"Locatellikade 1,",Paradise Papers,,4.867383528814428,52.34345695,True
81050442,Prinsengracht 739/741,Paradise Papers,,6.1949937,52.6958711,True
81050524,"Zeekant 39, 2586 AB The Hague",Paradise Papers,,4.2729431,52.107711,True
81051047,Keizersgracht 241,Paradise Papers,,4.8852582,52.3720796,True
81051155,Amstelveenseweg 500,Paradise Papers,,4.8557216,52.3371996,True
81051166,Produktieweg 10,Paradise Papers,,5.7189513,52.5354949,True
81051235,Weena 336,Paradise Papers,,4.4736572,51.9232373,True
81051241,Marten Meesweg 513068 Avenue,Paradise Papers,,,,True
81051253,"Max Euwelaan, 61",Paradise Papers,,4.5301697,51.9163551,True
81051289,Kroostweg-Noord 149,Paradise Papers,,5.2092414,52.0940637,True
81052320,Egelantierlaan 31,Paradise Papers,,4.608197,52.3712312,True
81052417,Bergveste 12 - 'T Rondeel,Paradise Papers,,5.1423868,52.0274098,True
81052418,"Bergveste 12 - 'T Rondeel, 3992 De Houten",Paradise Papers,,5.144202,52.0263553,True
81052419,"Marten Meeswet 115, 3068 Avenue",Paradise Papers,,,,True
81052654,World Trade Center D,Paradise Papers,,-74.012527,40.7119004,True
81052655,Orlyplein 85,Paradise Papers,,4.8374726,52.3900943,True
81053103,Stationsweg 3,Paradise Papers,,5.054895826412834,52.6450932,True
81053104,Smurfit International BV,Paradise Papers,,,,True
81053377,KP 3062 van der mandelelaan 41,Paradise Papers,,,,True
81053405,Postbus 29174,Paradise Papers,,13.04252416486164,47.8212737,True
81053406,"""Brainpark""",Paradise Papers,,4.53150608868574,51.91682145,True
81053564,Klokjeslaan 109,Paradise Papers,,5.0424749,52.1491923,True
81054154,"Palestrinarode 32, 2717 GB Zoetermeer",Paradise Papers,,4.4811611,52.070312,True
81054246,Schelpicade 12,Paradise Papers,,,,True
81054247,Shell Generating Limited; Shell International B.V.; Carel van Bylandtlaan 30,Paradise Papers,,,,True
81054248,Shell International B.V.,Paradise Papers,,,,True
81054263,Centre V,Paradise Papers,,-0.4367939,39.1495132,True
81054902,Naritaweg 165,Paradise Papers,,4.832731,52.3862975,True
81056390,Bordewijkiaan 3,Paradise Papers,,,,True
81056391,Amaliastraat 3-5,Paradise Papers,,6.8745028,52.2080824,True
81056393,Bordewijklaan 3,Paradise Papers,,4.3658848,52.0906182,True
81056728,Glencore Grain B.V.,Paradise Papers,,,,True
81056834,"58 Ruyterkade, Curacao",Paradise Papers,,-68.9284863,12.1039163,True
81056946,"Herengracht, 483",Paradise Papers,,4.8905657,52.3657726,True
81057107,"Bloemcamplaan 30, 2244 ED Wassenaar",Paradise Papers,,4.3657716,52.1158142,True
81057239,Coolsingel 93,Paradise Papers,,4.4788516,51.9213242,True
81057240,P. O. Box 749,Paradise Papers,,,,True
81057429,Johan David Zocmerstraat 24,Paradise Papers,,,,True
81057430,Royal BAM group NV,Paradise Papers,,,,True
81057644,Papenvoort 20,Paradise Papers,,5.5566713,51.4784696,True
81058115,"Clermont Shipping B.V., Polaris Avenue 89, 2132 JH Hoofddorp",Paradise Papers,,,,True
81058471,Veldovenweg 12,Paradise Papers,,4.745997852074591,50.87680655,True
81058726,"Wassenaarseweg 80, 2596 CZ The Hague, P.O. Box 90636, 2509 LP The Hague",Paradise Papers,,,,True
81058859,Statenlaan 79,Paradise Papers,,4.2744547,52.0936909,True
81059107,3011 Strawinskylaan,Paradise Papers,,4.8698735,52.3402237,True
81059323,Van Tedingersbrouckstraat 9,Paradise Papers,,,,True
81059324,Shell International Exploration & Production B.V.,Paradise Papers,,,,True
81059336,Laarderhoogtweg 25,Paradise Papers,,4.9465468,52.3015031,True
81059337,4 Reikerpolder,Paradise Papers,,,,True
81059338,John M Keynesplein 4,Paradise Papers,,4.8233075,52.3418625,True
81059415,Savannahweg 17,Paradise Papers,,5.0408288,52.1166527,True
81059729,Colosseum 1,Paradise Papers,,9.930028196998382,51.52899815,True
81059810,Vrythof 4G,Paradise Papers,,,,True
81059812,Havenstraat 50C,Paradise Papers,,5.6932907,50.8480441,True
81059813,Carnapstraat 205,Paradise Papers,,4.8390666,52.3538276,True
81060341,Brediusweg 43,Paradise Papers,,5.1718188,52.2819281,True
81060342,P.O. Box 6060,Paradise Papers,,,,True
81060537,SbN Doormanlaan 43,Paradise Papers,,,,True
81060978,"Haarenseweg 13-d, 5296 KA Esch",Paradise Papers,,5.2836058,51.612444,True
81061248,P.O.Box 117,Paradise Papers,,,,True
81061549,Strawinskylaan 3037,Paradise Papers,,4.8699762,52.3402242,True
81061695,Emmalaan 8,Paradise Papers,,5.140935,52.093839,True
81062199,Vinkendade 1,Paradise Papers,,,,True
81062527,Zuidplein 214,Paradise Papers,,4.4893444,51.8889729,True
81062911,Larixlaan 13,Paradise Papers,,6.1312697,52.5239961,True
81063296,"Spinozaweg 19, 2202 AV Noordwijk aan Zee",Paradise Papers,,4.4268068,52.2377503,True
81063350,Van Eeghenstraar 173,Paradise Papers,,,,True
81063382,Kinderhuissingel 62,Paradise Papers,,4.630578,52.3863265,True
81063383,Molenpad 3-7,Paradise Papers,,4.4442567,51.9386676,True
81063798,5 Gravelandesweg 557,Paradise Papers,,,,True
81063873,Rembrandt Laan 4,Paradise Papers,,6.0930135,52.5183392,True
81063917,Boomvalk 13,Paradise Papers,,4.8069386,52.6525582,True
81063983,Reiger 84,Paradise Papers,,5.0818046,52.6551947,True
81064026,Regentesselaan 325,Paradise Papers,,4.2841018,52.0720426,True
81064288,Olympic Plaza,Paradise Papers,,-114.05909328946312,51.0459295,True
81064528,Weena 336,Paradise Papers,,4.4736572,51.9232373,True
81064529,Carel van Bylandhaan 30,Paradise Papers,,,,True
81064530,"Carel van Bylandhaan 30,",Paradise Papers,,,,True
81064855,Singeldwarsstraat 23,Paradise Papers,,5.1100179,52.0967049,True
81065346,Monseiur,Paradise Papers,,-77.9166388,21.3841648,True
81065467,"Janivo Group, Claudius Prinsenlaan 140",Paradise Papers,,,,True
81065559,SRA Computer C.V.,Paradise Papers,,,,True
81065848,Noordweg Noord 150,Paradise Papers,,5.2098438,52.093832,True
81065851,Prinses Beatrixlaan 35,Paradise Papers,,4.3368518,52.0775809,True
81065895,Prinses Margrietstrat 20,Paradise Papers,,,,True
81065896,Smurfit Kappa Group,Paradise Papers,,-6.23315528854317,53.31285625,True
81065914,Goudplevierlaan 12,Paradise Papers,,4.3785295,52.0905615,True
81066984,Boomerglaan 21,Paradise Papers,,,,True
81067667,"Meerwijkselaan 11, 6571 CN Berg en Dal",Paradise Papers,,5.9017927,51.8130772,True
81067780,Euro-Scope BV,Paradise Papers,,,,True
81069546,WTC Schiphol Airport,Paradise Papers,,4.7578405,52.3081863,True
81069668,Piet Heinkade 55,Paradise Papers,,4.9163299,52.3776269,True
81070184,Shell International Exploration and Production,Paradise Papers,,,,True
81070213,Naritaweg 165,Paradise Papers,,4.832731,52.3862975,True
81070545,"""Het Blauwe""",Paradise Papers,,4.819605313751814,51.8226724,True
81070693,Schimmelpennincklaan 6,Paradise Papers,,5.1242754,52.1072266,True
81071415,Mien Ruyspark 13,Paradise Papers,,4.4760568,52.1964265,True
81071628,Beukenhof 122,Paradise Papers,,5.4984672,52.5083407,True
81071901,Schokkerspad 48,Paradise Papers,,4.8563762,52.3314188,True
81072048,Wilhelminapark 55,Paradise Papers,,5.138279,52.0859281,True
81072058,Jurgensstraat 27,Paradise Papers,,4.9710112,52.4853485,True
81072199,Nederhoven 45,Paradise Papers,,4.8849579,52.3233737,True
81072201,Kennemerboulevard 732,Paradise Papers,,4.5576341,52.4602619,True
81072306,Admiraliteitskade 62,Paradise Papers,,4.5014737,51.9219608,True
81072326,Westerstraat 264-1,Paradise Papers,,4.8797878,52.3778983,True
81072327,Witte de Withstraat 176-3,Paradise Papers,,4.8591329,52.3710493,True
81072328,Pegasusstraat 20,Paradise Papers,,4.642319,52.403255,True
81072338,SBM Offshore N.V.,Paradise Papers,,,,True
81072357,Gustave Dixonstraat 44,Paradise Papers,,4.5454515,51.9238128,True
81072370,Houttuinem 1,Paradise Papers,,,,True
81072457,Bohemen 28,Paradise Papers,,15.0857524,50.4824376,True
81072460,Rembrandtlaan 34,Paradise Papers,,5.8901321,51.9929507,True
81072467,Nibbelinkstraat 65,Paradise Papers,,4.6282672,51.8467548,True
81072842,World Trade Center Amsterdam,Paradise Papers,,-74.012527,40.7119004,True
81073100,Herikerbergweg 238 Luna Arena,Paradise Papers,,,,True
81073198,Mrs A Heusdens-Wiersum,Paradise Papers,,,,True
81073265,P O Box 2720,Paradise Papers,,,,True
81073383,Postbus 75265,Paradise Papers,,,,True
81073519,Oranje Nassaulaan 12,Paradise Papers,,6.074384,52.5060304,True
81073526,Mrs A Heusdens- Wiersum,Paradise Papers,,,,True
81073527,Meppalerweg 2,Paradise Papers,,,,True
